a b c d e f g final.parent
Scaffold400_75393 L13 SCFLD400 75393 Scaffold400 Scaffold400_75393 0 0 abab
Scaffold400_75554 L13 SCFLD400 75554 Scaffold400 Scaffold400_75554 0 0 abaa
Scaffold400_90477 L13 SCFLD400 90477 Scaffold400 Scaffold400_90477 1 1 abaa
Scaffold400_97775 L13 SCFLD400 97775 Scaffold400 Scaffold400_97775 0 0 abaa
Scaffold9867_1085450 L13 SCFLD9867 1085450 Scaffold9867 Scaffold9867_1085450 0 0 aaab
Scaffold9867_1097276 L13 SCFLD9867 1097276 Scaffold9867 Scaffold9867_1097276 1 1 bbba
Scaffold9867_1121801 L13 SCFLD9867 1121801 Scaffold9867 Scaffold9867_1121801 0 0 aaab
Scaffold9867_1220239 L13 SCFLD9867 1220239 Scaffold9867 Scaffold9867_1220239 0 0 abaa
Scaffold9867_1225513 L13 SCFLD9867 1225513 Scaffold9867 Scaffold9867_1225513 0 0 abaa
Scaffold9867_1225519 L13 SCFLD9867 1225519 Scaffold9867 Scaffold9867_1225519 0 0 aaab
Scaffold9867_1254083 L13 SCFLD9867 1254083 Scaffold9867 Scaffold9867_1254083 0 0 bbba
Scaffold9867_1379765 L13 SCFLD9867 1379765 Scaffold9867 Scaffold9867_1379765 0 0 aaab
Scaffold9867_1454489 L13 SCFLD9867 1454489 Scaffold9867 Scaffold9867_1454489 0 0 abbb
Scaffold9867_1480977 L13 SCFLD9867 1480977 Scaffold9867 Scaffold9867_1480977 0 0 aaab
Scaffold9867_1481116 L13 SCFLD9867 1481116 Scaffold9867 Scaffold9867_1481116 1 1 abbb
Scaffold9867_1618733 L13 SCFLD9867 1618733 Scaffold9867 Scaffold9867_1618733 0 0 abaa
Scaffold9867_1997084 L13 SCFLD9867 1997084 Scaffold9867 Scaffold9867_1997084 0 0 abab
Scaffold9867_2021265 L13 SCFLD9867 2021265 Scaffold9867 Scaffold9867_2021265 1 1 abab
Scaffold9867_2021295 L13 SCFLD9867 2021295 Scaffold9867 Scaffold9867_2021295 0 0 abaa
Scaffold9867_237811 L13 SCFLD9867 237811 Scaffold9867 Scaffold9867_237811 0 0 aaab
Scaffold9867_2442042 L13 SCFLD9867 2442042 Scaffold9867 Scaffold9867_2442042 0 0 aaab
Scaffold9867_2442069 L13 SCFLD9867 2442069 Scaffold9867 Scaffold9867_2442069 0 0 abaa
Scaffold9867_2504907 L13 SCFLD9867 2504907 Scaffold9867 Scaffold9867_2504907 1 1 abaa
Scaffold9867_2556646 L13 SCFLD9867 2556646 Scaffold9867 Scaffold9867_2556646 1 0 abab
Scaffold9867_2809032 L13 SCFLD9867 2809032 Scaffold9867 Scaffold9867_2809032 1 1 aaab
Scaffold9867_2939322 L13 SCFLD9867 2939322 Scaffold9867 Scaffold9867_2939322 0 0 aaab
Scaffold9867_3072363 L13 SCFLD9867 3072363 Scaffold9867 Scaffold9867_3072363 0 0 abaa
Scaffold9867_3128331 L13 SCFLD9867 3128331 Scaffold9867 Scaffold9867_3128331 1 0 abaa
Scaffold9867_628255 L13 SCFLD9867 628255 Scaffold9867 Scaffold9867_628255 0 0 aaab
Scaffold9867_628332 L13 SCFLD9867 628332 Scaffold9867 Scaffold9867_628332 1 1 abab
Scaffold9867_990907 L13 SCFLD9867 990907 Scaffold9867 Scaffold9867_990907 0 0 abaa
Scaffold9883_130530 L13 SCFLD9883 130530 Scaffold9883 Scaffold9883_130530 1 0 abaa
Scaffold9883_1309859 L13 SCFLD9883 1309859 Scaffold9883 Scaffold9883_1309859 1 1 abab
Scaffold9883_1360229 L13 SCFLD9883 1360229 Scaffold9883 Scaffold9883_1360229 0 0 aaab
Scaffold9883_1363950 L13 SCFLD9883 1363950 Scaffold9883 Scaffold9883_1363950 0 0 aaab
Scaffold9883_1363957 L13 SCFLD9883 1363957 Scaffold9883 Scaffold9883_1363957 0 0 abab
Scaffold9883_1363987 L13 SCFLD9883 1363987 Scaffold9883 Scaffold9883_1363987 0 0 abbb
Scaffold9883_1366596 L13 SCFLD9883 1366596 Scaffold9883 Scaffold9883_1366596 1 1 aaab
Scaffold9883_1366632 L13 SCFLD9883 1366632 Scaffold9883 Scaffold9883_1366632 0 0 abab
Scaffold9883_215197 L13 SCFLD9883 215197 Scaffold9883 Scaffold9883_215197 1 1 abab
Scaffold9883_2200339 L13 SCFLD9883 2200339 Scaffold9883 Scaffold9883_2200339 0 0 aaab
Scaffold9883_2273294 L13 SCFLD9883 2273294 Scaffold9883 Scaffold9883_2273294 0 0 abab
Scaffold9883_2305998 L13 SCFLD9883 2305998 Scaffold9883 Scaffold9883_2305998 0 0 aaab
Scaffold9883_2310329 L13 SCFLD9883 2310329 Scaffold9883 Scaffold9883_2310329 0 0 abaa
Scaffold9883_2435454 L13 SCFLD9883 2435454 Scaffold9883 Scaffold9883_2435454 0 0 abab
Scaffold9883_2488022 L13 SCFLD9883 2488022 Scaffold9883 Scaffold9883_2488022 1 1 abaa
Scaffold9883_2565049 L13 SCFLD9883 2565049 Scaffold9883 Scaffold9883_2565049 1 1 abab
Scaffold9883_2572167 L13 SCFLD9883 2572167 Scaffold9883 Scaffold9883_2572167 0 0 abaa
Scaffold9883_2576414 L13 SCFLD9883 2576414 Scaffold9883 Scaffold9883_2576414 0 0 abaa
Scaffold9883_2640846 L13 SCFLD9883 2640846 Scaffold9883 Scaffold9883_2640846 0 0 abab
Scaffold9883_2640955 L13 SCFLD9883 2640955 Scaffold9883 Scaffold9883_2640955 1 1 aaab
Scaffold9883_654018 L13 SCFLD9883 654018 Scaffold9883 Scaffold9883_654018 0 0 abaa
Scaffold9883_684535 L13 SCFLD9883 684535 Scaffold9883 Scaffold9883_684535 0 0 abaa
Scaffold9883_752042 L13 SCFLD9883 752042 Scaffold9883 Scaffold9883_752042 0 0 abaa
Scaffold9883_757129 L13 SCFLD9883 757129 Scaffold9883 Scaffold9883_757129 0 0 abaa
Scaffold9883_785150 L13 SCFLD9883 785150 Scaffold9883 Scaffold9883_785150 0 0 abbb
Scaffold9883_942024 L13 SCFLD9883 942024 Scaffold9883 Scaffold9883_942024 1 1 abbb
Scaffold9895_1014371 L13 SCFLD9895 1014371 Scaffold9895 Scaffold9895_1014371 1 1 bbba
Scaffold9895_1028497 L13 SCFLD9895 1028497 Scaffold9895 Scaffold9895_1028497 0 0 abaa
Scaffold9895_1028661 L13 SCFLD9895 1028661 Scaffold9895 Scaffold9895_1028661 0 0 aaab
Scaffold9895_1040982 L13 SCFLD9895 1040982 Scaffold9895 Scaffold9895_1040982 0 0 abbb
Scaffold9895_1040991 L13 SCFLD9895 1040991 Scaffold9895 Scaffold9895_1040991 0 0 aaab
Scaffold9895_1092551 L13 SCFLD9895 1092551 Scaffold9895 Scaffold9895_1092551 0 0 aaab
Scaffold9895_1583927 L13 SCFLD9895 1583927 Scaffold9895 Scaffold9895_1583927 0 0 abaa
Scaffold9895_16081 L13 SCFLD9895 16081 Scaffold9895 Scaffold9895_16081 0 0 abaa
Scaffold9895_1664111 L13 SCFLD9895 1664111 Scaffold9895 Scaffold9895_1664111 1 0 abaa
Scaffold9895_1732088 L13 SCFLD9895 1732088 Scaffold9895 Scaffold9895_1732088 0 0 abaa
Scaffold9895_2190764 L13 SCFLD9895 2190764 Scaffold9895 Scaffold9895_2190764 1 1 abaa
Scaffold9895_2202596 L13 SCFLD9895 2202596 Scaffold9895 Scaffold9895_2202596 1 1 aaab
Scaffold9895_2469255 L13 SCFLD9895 2469255 Scaffold9895 Scaffold9895_2469255 0 0 aaab
Scaffold9895_38554 L13 SCFLD9895 38554 Scaffold9895 Scaffold9895_38554 0 0 abaa
Scaffold9895_642236 L13 SCFLD9895 642236 Scaffold9895 Scaffold9895_642236 0 0 abaa
Scaffold9895_79293 L13 SCFLD9895 79293 Scaffold9895 Scaffold9895_79293 0 0 abaa
Scaffold9895_867312 L13 SCFLD9895 867312 Scaffold9895 Scaffold9895_867312 0 0 abaa
Scaffold9895_922928 L13 SCFLD9895 922928 Scaffold9895 Scaffold9895_922928 1 1 abbb
Scaffold9895_98243 L13 SCFLD9895 98243 Scaffold9895 Scaffold9895_98243 1 0 abbb
Scaffold9895_983373 L13 SCFLD9895 983373 Scaffold9895 Scaffold9895_983373 0 0 aaab
Scaffold9895_983490 L13 SCFLD9895 983490 Scaffold9895 Scaffold9895_983490 0 0 abbb
Scaffold9944_1143912 L13 SCFLD9944 1143912 Scaffold9944 Scaffold9944_1143912 1 0 aaab
Scaffold9944_1144019 L13 SCFLD9944 1144019 Scaffold9944 Scaffold9944_1144019 0 0 abaa
Scaffold9944_148616 L13 SCFLD9944 148616 Scaffold9944 Scaffold9944_148616 0 0 abaa
Scaffold9944_1517961 L13 SCFLD9944 1517961 Scaffold9944 Scaffold9944_1517961 1 1 abaa
Scaffold9944_1709841 L13 SCFLD9944 1709841 Scaffold9944 Scaffold9944_1709841 0 0 aaab
Scaffold9944_1795788 L13 SCFLD9944 1795788 Scaffold9944 Scaffold9944_1795788 1 1 aaab
Scaffold9944_1879262 L13 SCFLD9944 1879262 Scaffold9944 Scaffold9944_1879262 0 0 aaab
Scaffold9944_1883188 L13 SCFLD9944 1883188 Scaffold9944 Scaffold9944_1883188 0 0 aaab
Scaffold9944_242138 L13 SCFLD9944 242138 Scaffold9944 Scaffold9944_242138 0 0 bbba
Scaffold9944_259083 L13 SCFLD9944 259083 Scaffold9944 Scaffold9944_259083 0 0 aaab
Scaffold9944_369079 L13 SCFLD9944 369079 Scaffold9944 Scaffold9944_369079 1 1 abaa
Scaffold9944_369100 L13 SCFLD9944 369100 Scaffold9944 Scaffold9944_369100 1 1 abab
Scaffold9944_369148 L13 SCFLD9944 369148 Scaffold9944 Scaffold9944_369148 0 0 aaab
Scaffold9944_501343 L13 SCFLD9944 501343 Scaffold9944 Scaffold9944_501343 0 0 abaa
Scaffold9944_520689 L13 SCFLD9944 520689 Scaffold9944 Scaffold9944_520689 0 0 abaa
Scaffold9944_634050 L13 SCFLD9944 634050 Scaffold9944 Scaffold9944_634050 1 1 bbba
Scaffold9944_715970 L13 SCFLD9944 715970 Scaffold9944 Scaffold9944_715970 0 0 abab
Scaffold9944_844069 L13 SCFLD9944 844069 Scaffold9944 Scaffold9944_844069 0 0 abaa
Scaffold9944_923715 L13 SCFLD9944 923715 Scaffold9944 Scaffold9944_923715 0 0 aaab
Scaffold9944_981831 L13 SCFLD9944 981831 Scaffold9944 Scaffold9944_981831 0 0 abaa
Scaffold9944_987895 L13 SCFLD9944 987895 Scaffold9944 Scaffold9944_987895 1 0 abaa
Scaffold9977_1086106 L13 SCFLD9977 1086106 Scaffold9977 Scaffold9977_1086106 1 1 abab
Scaffold9977_1097991 L13 SCFLD9977 1097991 Scaffold9977 Scaffold9977_1097991 0 0 aaab
Scaffold9977_1159614 L13 SCFLD9977 1159614 Scaffold9977 Scaffold9977_1159614 0 0 aaab
Scaffold9977_120537 L13 SCFLD9977 120537 Scaffold9977 Scaffold9977_120537 1 1 bbba
Scaffold9977_1252685 L13 SCFLD9977 1252685 Scaffold9977 Scaffold9977_1252685 0 0 aaab
Scaffold9977_1263406 L13 SCFLD9977 1263406 Scaffold9977 Scaffold9977_1263406 0 0 aaab
Scaffold9977_1320941 L13 SCFLD9977 1320941 Scaffold9977 Scaffold9977_1320941 0 0 aaab
Scaffold9977_1331383 L13 SCFLD9977 1331383 Scaffold9977 Scaffold9977_1331383 1 1 bbba
Scaffold9977_1340200 L13 SCFLD9977 1340200 Scaffold9977 Scaffold9977_1340200 0 0 bbba
Scaffold9977_1724079 L13 SCFLD9977 1724079 Scaffold9977 Scaffold9977_1724079 0 0 aaab
Scaffold9977_1822839 L13 SCFLD9977 1822839 Scaffold9977 Scaffold9977_1822839 0 0 aaab
Scaffold9977_1826877 L13 SCFLD9977 1826877 Scaffold9977 Scaffold9977_1826877 0 0 aaab
Scaffold9977_219516 L13 SCFLD9977 219516 Scaffold9977 Scaffold9977_219516 0 0 aaab
Scaffold9977_2672273 L13 SCFLD9977 2672273 Scaffold9977 Scaffold9977_2672273 1 1 abbb
Scaffold9977_2751039 L13 SCFLD9977 2751039 Scaffold9977 Scaffold9977_2751039 0 0 abaa
Scaffold9977_2837734 L13 SCFLD9977 2837734 Scaffold9977 Scaffold9977_2837734 0 0 aaab
Scaffold9977_2963069 L13 SCFLD9977 2963069 Scaffold9977 Scaffold9977_2963069 0 0 aaab
Scaffold9977_2975137 L13 SCFLD9977 2975137 Scaffold9977 Scaffold9977_2975137 0 0 aaab
Scaffold9977_3219331 L13 SCFLD9977 3219331 Scaffold9977 Scaffold9977_3219331 0 0 abab
Scaffold9977_3219349 L13 SCFLD9977 3219349 Scaffold9977 Scaffold9977_3219349 1 0 bbba
Scaffold9977_3271076 L13 SCFLD9977 3271076 Scaffold9977 Scaffold9977_3271076 1 1 abab
Scaffold9977_3867709 L13 SCFLD9977 3867709 Scaffold9977 Scaffold9977_3867709 1 0 abab
Scaffold9977_4074544 L13 SCFLD9977 4074544 Scaffold9977 Scaffold9977_4074544 1 1 bbba
Scaffold9977_4074610 L13 SCFLD9977 4074610 Scaffold9977 Scaffold9977_4074610 0 0 abab
Scaffold9977_4139980 L13 SCFLD9977 4139980 Scaffold9977 Scaffold9977_4139980 1 1 abbb
Scaffold9977_4281888 L13 SCFLD9977 4281888 Scaffold9977 Scaffold9977_4281888 0 0 abaa
Scaffold9977_4431341 L13 SCFLD9977 4431341 Scaffold9977 Scaffold9977_4431341 1 1 abab
Scaffold9977_631860 L13 SCFLD9977 631860 Scaffold9977 Scaffold9977_631860 0 0 aaab
Scaffold9977_646038 L13 SCFLD9977 646038 Scaffold9977 Scaffold9977_646038 1 1 abbb
Scaffold168_223657 L14 SCFLD168 223657 Scaffold168 Scaffold168_223657 0 0 bbba
Scaffold168_272025 L14 SCFLD168 272025 Scaffold168 Scaffold168_272025 0 0 bbba
Scaffold168_276031 L14 SCFLD168 276031 Scaffold168 Scaffold168_276031 0 0 bbba
Scaffold168_298288 L14 SCFLD168 298288 Scaffold168 Scaffold168_298288 1 1 abab
Scaffold168_298313 L14 SCFLD168 298313 Scaffold168 Scaffold168_298313 1 1 bbba
Scaffold206_460934 L14 SCFLD206 460934 Scaffold206 Scaffold206_460934 1 1 abaa
Scaffold214_433723 L14 SCFLD214 433723 Scaffold214 Scaffold214_433723 1 1 abbb
Scaffold305_124208 L14 SCFLD305 124208 Scaffold305 Scaffold305_124208 1 1 abbb
Scaffold305_176227 L14 SCFLD305 176227 Scaffold305 Scaffold305_176227 0 0 aaab
Scaffold305_261971 L14 SCFLD305 261971 Scaffold305 Scaffold305_261971 1 1 abab
Scaffold305_264204 L14 SCFLD305 264204 Scaffold305 Scaffold305_264204 0 0 abaa
Scaffold305_320182 L14 SCFLD305 320182 Scaffold305 Scaffold305_320182 0 0 aaab
Scaffold305_340750 L14 SCFLD305 340750 Scaffold305 Scaffold305_340750 1 1 aaab
Scaffold308_163820 L14 SCFLD308 163820 Scaffold308 Scaffold308_163820 1 1 abaa
Scaffold308_248066 L14 SCFLD308 248066 Scaffold308 Scaffold308_248066 1 1 abab
Scaffold308_305260 L14 SCFLD308 305260 Scaffold308 Scaffold308_305260 0 0 abaa
Scaffold308_324797 L14 SCFLD308 324797 Scaffold308 Scaffold308_324797 0 0 abab
Scaffold349_175894 L14 SCFLD349 175894 Scaffold349 Scaffold349_175894 1 1 aaab
Scaffold349_189015 L14 SCFLD349 189015 Scaffold349 Scaffold349_189015 1 1 abaa
Scaffold384_108486 L14 SCFLD384 108486 Scaffold384 Scaffold384_108486 0 0 abaa
Scaffold384_111347 L14 SCFLD384 111347 Scaffold384 Scaffold384_111347 1 1 aaab
Scaffold384_165496 L14 SCFLD384 165496 Scaffold384 Scaffold384_165496 0 0 abaa
Scaffold384_16608 L14 SCFLD384 16608 Scaffold384 Scaffold384_16608 1 1 abab
Scaffold384_61323 L14 SCFLD384 61323 Scaffold384 Scaffold384_61323 1 1 abbb
Scaffold456_24404 L14 SCFLD456 24404 Scaffold456 Scaffold456_24404 0 0 abaa
Scaffold456_283457 L14 SCFLD456 283457 Scaffold456 Scaffold456_283457 1 1 abaa
Scaffold456_323484 L14 SCFLD456 323484 Scaffold456 Scaffold456_323484 0 0 abaa
Scaffold566_79264 L14 SCFLD566 79264 Scaffold566 Scaffold566_79264 1 1 abbb
Scaffold585_133260 L14 SCFLD585 133260 Scaffold585 Scaffold585_133260 1 1 bbba
Scaffold585_28062 L14 SCFLD585 28062 Scaffold585 Scaffold585_28062 1 1 abab
Scaffold59_572491 L14 SCFLD59 572491 Scaffold59 Scaffold59_572491 1 1 aaab
Scaffold63_378282 L14 SCFLD63 378282 Scaffold63 Scaffold63_378282 1 1 aaab
Scaffold63_615467 L14 SCFLD63 615467 Scaffold63 Scaffold63_615467 1 1 abaa
Scaffold649_30402 L14 SCFLD649 30402 Scaffold649 Scaffold649_30402 1 1 bbba
Scaffold649_30484 L14 SCFLD649 30484 Scaffold649 Scaffold649_30484 1 1 abab
Scaffold649_30527 L14 SCFLD649 30527 Scaffold649 Scaffold649_30527 1 1 abaa
Scaffold649_43988 L14 SCFLD649 43988 Scaffold649 Scaffold649_43988 0 0 abab
Scaffold68_206267 L14 SCFLD68 206267 Scaffold68 Scaffold68_206267 0 0 aaab
Scaffold68_272715 L14 SCFLD68 272715 Scaffold68 Scaffold68_272715 1 1 bbba
Scaffold68_413569 L14 SCFLD68 413569 Scaffold68 Scaffold68_413569 0 0 aaab
Scaffold80_45547 L14 SCFLD80 45547 Scaffold80 Scaffold80_45547 1 1 abab
Scaffold9913_17401 L14 SCFLD9913 17401 Scaffold9913 Scaffold9913_17401 0 0 abaa
Scaffold9913_23981 L14 SCFLD9913 23981 Scaffold9913 Scaffold9913_23981 1 1 abaa
Scaffold9913_339385 L14 SCFLD9913 339385 Scaffold9913 Scaffold9913_339385 0 0 abaa
Scaffold9913_589300 L14 SCFLD9913 589300 Scaffold9913 Scaffold9913_589300 1 0 abaa
Scaffold9913_678143 L14 SCFLD9913 678143 Scaffold9913 Scaffold9913_678143 1 1 abab
Scaffold9938_1182856 L14 SCFLD9938 1182856 Scaffold9938 Scaffold9938_1182856 1 1 bbba
Scaffold9938_1873305 L14 SCFLD9938 1873305 Scaffold9938 Scaffold9938_1873305 1 0 abaa
Scaffold9938_1951517 L14 SCFLD9938 1951517 Scaffold9938 Scaffold9938_1951517 1 1 abab
Scaffold9938_627860 L14 SCFLD9938 627860 Scaffold9938 Scaffold9938_627860 0 0 abaa
Scaffold9938_654120 L14 SCFLD9938 654120 Scaffold9938 Scaffold9938_654120 0 0 abaa
Scaffold9938_710784 L14 SCFLD9938 710784 Scaffold9938 Scaffold9938_710784 0 0 aaab
Scaffold9938_753263 L14 SCFLD9938 753263 Scaffold9938 Scaffold9938_753263 1 1 abab
Scaffold9938_924587 L14 SCFLD9938 924587 Scaffold9938 Scaffold9938_924587 0 0 aaab
Scaffold9938_959445 L14 SCFLD9938 959445 Scaffold9938 Scaffold9938_959445 1 1 abaa
Scaffold9991_151299 L14 SCFLD9991 151299 Scaffold9991 Scaffold9991_151299 1 1 bbba
Scaffold9991_1551846 L14 SCFLD9991 1551846 Scaffold9991 Scaffold9991_1551846 0 0 abaa
Scaffold9991_1575151 L14 SCFLD9991 1575151 Scaffold9991 Scaffold9991_1575151 0 0 abaa
Scaffold9991_1584170 L14 SCFLD9991 1584170 Scaffold9991 Scaffold9991_1584170 1 1 abbb
Scaffold9991_1614585 L14 SCFLD9991 1614585 Scaffold9991 Scaffold9991_1614585 0 0 abbb
Scaffold2_1007192 L14 SCFLD2 1007192 Scaffold2 Scaffold2_1007192 0 0 abab
Scaffold2_1070483 L14 SCFLD2 1070483 Scaffold2 Scaffold2_1070483 1 0 abab
Scaffold2_1093326 L14 SCFLD2 1093326 Scaffold2 Scaffold2_1093326 0 0 abbb
Scaffold2_1105415 L14 SCFLD2 1105415 Scaffold2 Scaffold2_1105415 0 0 abaa
Scaffold2_127019 L14 SCFLD2 127019 Scaffold2 Scaffold2_127019 1 0 bbba
Scaffold2_127031 L14 SCFLD2 127031 Scaffold2 Scaffold2_127031 0 0 abab
Scaffold2_127067 L14 SCFLD2 127067 Scaffold2 Scaffold2_127067 0 0 abaa
Scaffold2_1419221 L14 SCFLD2 1419221 Scaffold2 Scaffold2_1419221 0 0 abaa
Scaffold2_1467904 L14 SCFLD2 1467904 Scaffold2 Scaffold2_1467904 1 1 abbb
Scaffold2_1486699 L14 SCFLD2 1486699 Scaffold2 Scaffold2_1486699 0 0 abaa
Scaffold2_1735918 L14 SCFLD2 1735918 Scaffold2 Scaffold2_1735918 1 1 aaab
Scaffold2_184088 L14 SCFLD2 184088 Scaffold2 Scaffold2_184088 0 0 abab
Scaffold2_1914957 L14 SCFLD2 1914957 Scaffold2 Scaffold2_1914957 0 0 abbb
Scaffold2_2297879 L14 SCFLD2 2297879 Scaffold2 Scaffold2_2297879 0 0 aaab
Scaffold2_241700 L14 SCFLD2 241700 Scaffold2 Scaffold2_241700 0 0 aaab
Scaffold2_241707 L14 SCFLD2 241707 Scaffold2 Scaffold2_241707 1 1 abbb
Scaffold2_2787816 L14 SCFLD2 2787816 Scaffold2 Scaffold2_2787816 0 0 bbba
Scaffold2_2811145 L14 SCFLD2 2811145 Scaffold2 Scaffold2_2811145 1 1 bbba
Scaffold2_3126828 L14 SCFLD2 3126828 Scaffold2 Scaffold2_3126828 1 1 abaa
Scaffold2_3309214 L14 SCFLD2 3309214 Scaffold2 Scaffold2_3309214 0 0 abaa
Scaffold2_3345331 L14 SCFLD2 3345331 Scaffold2 Scaffold2_3345331 1 1 abab
Scaffold2_3480863 L14 SCFLD2 3480863 Scaffold2 Scaffold2_3480863 1 0 bbba
Scaffold2_3760711 L14 SCFLD2 3760711 Scaffold2 Scaffold2_3760711 0 0 abab
Scaffold2_3842893 L14 SCFLD2 3842893 Scaffold2 Scaffold2_3842893 1 0 abaa
Scaffold2_402669 L14 SCFLD2 402669 Scaffold2 Scaffold2_402669 0 0 abab
Scaffold2_437719 L14 SCFLD2 437719 Scaffold2 Scaffold2_437719 1 1 abab
Scaffold2_676120 L14 SCFLD2 676120 Scaffold2 Scaffold2_676120 1 1 bbba
Scaffold2_965766 L14 SCFLD2 965766 Scaffold2 Scaffold2_965766 0 0 abab
Scaffold9987_1536082 L14 SCFLD9987 1536082 Scaffold9987 Scaffold9987_1536082 0 0 abab
Scaffold9987_153660 L14 SCFLD9987 153660 Scaffold9987 Scaffold9987_153660 0 0 aaab
Scaffold9987_153764 L14 SCFLD9987 153764 Scaffold9987 Scaffold9987_153764 0 0 abbb
Scaffold9987_1661816 L14 SCFLD9987 1661816 Scaffold9987 Scaffold9987_1661816 1 1 abab
Scaffold9987_202233 L14 SCFLD9987 202233 Scaffold9987 Scaffold9987_202233 1 1 abab
Scaffold9987_223262 L14 SCFLD9987 223262 Scaffold9987 Scaffold9987_223262 0 0 bbba
Scaffold9987_261589 L14 SCFLD9987 261589 Scaffold9987 Scaffold9987_261589 1 1 bbba
Scaffold9987_369047 L14 SCFLD9987 369047 Scaffold9987 Scaffold9987_369047 0 0 abbb
Scaffold9987_378390 L14 SCFLD9987 378390 Scaffold9987 Scaffold9987_378390 1 1 abbb
Scaffold9987_506785 L14 SCFLD9987 506785 Scaffold9987 Scaffold9987_506785 0 0 aaab
Scaffold9987_903035 L14 SCFLD9987 903035 Scaffold9987 Scaffold9987_903035 1 0 abaa
Scaffold101_217183 L15 SCFLD101 217183 Scaffold101 Scaffold101_217183 0 0 abaa
Scaffold101_285649 L15 SCFLD101 285649 Scaffold101 Scaffold101_285649 1 1 abaa
Scaffold101_413232 L15 SCFLD101 413232 Scaffold101 Scaffold101_413232 0 0 aaab
Scaffold101_435081 L15 SCFLD101 435081 Scaffold101 Scaffold101_435081 1 1 aaab
Scaffold101_79556 L15 SCFLD101 79556 Scaffold101 Scaffold101_79556 1 1 abab
Scaffold104_43599 L15 SCFLD104 43599 Scaffold104 Scaffold104_43599 1 1 aaab
Scaffold1057_4890 L15 SCFLD1057 4890 Scaffold1057 Scaffold1057_4890 1 1 abab
Scaffold143_165491 L15 SCFLD143 165491 Scaffold143 Scaffold143_165491 0 0 aaab
Scaffold143_173137 L15 SCFLD143 173137 Scaffold143 Scaffold143_173137 1 1 bbba
Scaffold143_26123 L15 SCFLD143 26123 Scaffold143 Scaffold143_26123 1 1 abbb
Scaffold143_261848 L15 SCFLD143 261848 Scaffold143 Scaffold143_261848 0 0 bbba
Scaffold143_436211 L15 SCFLD143 436211 Scaffold143 Scaffold143_436211 0 0 abaa
Scaffold1439_6080 L15 SCFLD1439 6080 Scaffold1439 Scaffold1439_6080 1 1 abbb
Scaffold156_174717 L15 SCFLD156 174717 Scaffold156 Scaffold156_174717 0 0 abab
Scaffold156_241870 L15 SCFLD156 241870 Scaffold156 Scaffold156_241870 1 1 bbba
Scaffold156_355890 L15 SCFLD156 355890 Scaffold156 Scaffold156_355890 1 1 abaa
Scaffold156_506339 L15 SCFLD156 506339 Scaffold156 Scaffold156_506339 1 1 abab
Scaffold156_506378 L15 SCFLD156 506378 Scaffold156 Scaffold156_506378 0 0 abaa
Scaffold185_102700 L15 SCFLD185 102700 Scaffold185 Scaffold185_102700 0 0 abaa
Scaffold185_257999 L15 SCFLD185 257999 Scaffold185 Scaffold185_257999 0 0 bbba
Scaffold185_359068 L15 SCFLD185 359068 Scaffold185 Scaffold185_359068 1 1 abbb
Scaffold185_386669 L15 SCFLD185 386669 Scaffold185 Scaffold185_386669 1 1 bbba
Scaffold1854_4263 L15 SCFLD1854 4263 Scaffold1854 Scaffold1854_4263 1 1 abaa
Scaffold204_105465 L15 SCFLD204 105465 Scaffold204 Scaffold204_105465 1 1 abab
Scaffold204_105502 L15 SCFLD204 105502 Scaffold204 Scaffold204_105502 1 1 abaa
Scaffold204_69341 L15 SCFLD204 69341 Scaffold204 Scaffold204_69341 0 0 abaa
Scaffold2409_3458 L15 SCFLD2409 3458 Scaffold2409 Scaffold2409_3458 1 1 abab
Scaffold2671_9387 L15 SCFLD2671 9387 Scaffold2671 Scaffold2671_9387 1 1 abaa
Scaffold2671_9415 L15 SCFLD2671 9415 Scaffold2671 Scaffold2671_9415 1 1 bbba
Scaffold2696_5182 L15 SCFLD2696 5182 Scaffold2696 Scaffold2696_5182 1 1 aaab
Scaffold277_242152 L15 SCFLD277 242152 Scaffold277 Scaffold277_242152 1 1 aaab
Scaffold277_92468 L15 SCFLD277 92468 Scaffold277 Scaffold277_92468 1 1 abab
Scaffold309_232307 L15 SCFLD309 232307 Scaffold309 Scaffold309_232307 0 0 bbba
Scaffold309_57708 L15 SCFLD309 57708 Scaffold309 Scaffold309_57708 1 1 bbba
Scaffold3491_6677 L15 SCFLD3491 6677 Scaffold3491 Scaffold3491_6677 1 1 abab
Scaffold44_309536 L15 SCFLD44 309536 Scaffold44 Scaffold44_309536 1 1 abab
Scaffold44_394544 L15 SCFLD44 394544 Scaffold44 Scaffold44_394544 1 1 abaa
Scaffold453_120833 L15 SCFLD453 120833 Scaffold453 Scaffold453_120833 0 0 abaa
Scaffold453_122159 L15 SCFLD453 122159 Scaffold453 Scaffold453_122159 0 0 aaab
Scaffold453_152429 L15 SCFLD453 152429 Scaffold453 Scaffold453_152429 1 1 abaa
Scaffold453_61374 L15 SCFLD453 61374 Scaffold453 Scaffold453_61374 1 1 bbba
Scaffold453_93447 L15 SCFLD453 93447 Scaffold453 Scaffold453_93447 0 0 abaa
Scaffold482_209081 L15 SCFLD482 209081 Scaffold482 Scaffold482_209081 1 1 abbb
Scaffold482_49154 L15 SCFLD482 49154 Scaffold482 Scaffold482_49154 1 1 aaab
Scaffold536_114448 L15 SCFLD536 114448 Scaffold536 Scaffold536_114448 1 1 abaa
