"a" "b" "c" "d" "e"
"1194" "L13" "SCFLD250" 378306 "Scaffold250" "Scaffold250_378306"
"1195" "L13" "SCFLD250" 382216 "Scaffold250" "Scaffold250_382216"
"1196" "L13" "SCFLD250" 81899 "Scaffold250" "Scaffold250_81899"
"1197" "L13" "SCFLD250" 93520 "Scaffold250" "Scaffold250_93520"
"1198" "L13" "SCFLD2592" 10244 "Scaffold2592" "Scaffold2592_10244"
"1199" "L13" "SCFLD2592" 1578 "Scaffold2592" "Scaffold2592_1578"
"1200" "L13" "SCFLD26" 1188 "Scaffold26" "Scaffold26_1188"
"1201" "L13" "SCFLD26" 172131 "Scaffold26" "Scaffold26_172131"
"1202" "L13" "SCFLD26" 227488 "Scaffold26" "Scaffold26_227488"
"1203" "L13" "SCFLD26" 279978 "Scaffold26" "Scaffold26_279978"
"1204" "L13" "SCFLD26" 311102 "Scaffold26" "Scaffold26_311102"
"1205" "L13" "SCFLD26" 353911 "Scaffold26" "Scaffold26_353911"
"1206" "L13" "SCFLD26" 686972 "Scaffold26" "Scaffold26_686972"
"1207" "L13" "SCFLD26" 9393 "Scaffold26" "Scaffold26_9393"
"1208" "L13" "SCFLD268" 315970 "Scaffold268" "Scaffold268_315970"
"1209" "L13" "SCFLD268" 337194 "Scaffold268" "Scaffold268_337194"
"1210" "L13" "SCFLD300" 238147 "Scaffold300" "Scaffold300_238147"
"1211" "L13" "SCFLD3116" 980 "Scaffold3116" "Scaffold3116_980"
"1212" "L13" "SCFLD318" 268936 "Scaffold318" "Scaffold318_268936"
"1213" "L13" "SCFLD3420" 3806 "Scaffold3420" "Scaffold3420_3806"
"1214" "L13" "SCFLD3420" 3831 "Scaffold3420" "Scaffold3420_3831"
"1215" "L13" "SCFLD3632" 8517 "Scaffold3632" "Scaffold3632_8517"
"1216" "L13" "SCFLD367" 219394 "Scaffold367" "Scaffold367_219394"
"1217" "L13" "SCFLD367" 219498 "Scaffold367" "Scaffold367_219498"
"1218" "L13" "SCFLD367" 35993 "Scaffold367" "Scaffold367_35993"
"1219" "L13" "SCFLD378" 50076 "Scaffold378" "Scaffold378_50076"
"1220" "L13" "SCFLD378" 68731 "Scaffold378" "Scaffold378_68731"
"1221" "L13" "SCFLD382" 12530 "Scaffold382" "Scaffold382_12530"
"1222" "L13" "SCFLD382" 186422 "Scaffold382" "Scaffold382_186422"
"1223" "L13" "SCFLD382" 45968 "Scaffold382" "Scaffold382_45968"
"1224" "L13" "SCFLD398" 227945 "Scaffold398" "Scaffold398_227945"
"1225" "L13" "SCFLD398" 245548 "Scaffold398" "Scaffold398_245548"
"1226" "L13" "SCFLD398" 253617 "Scaffold398" "Scaffold398_253617"
"1227" "L13" "SCFLD398" 253632 "Scaffold398" "Scaffold398_253632"
"1228" "L13" "SCFLD398" 257286 "Scaffold398" "Scaffold398_257286"
"1229" "L13" "SCFLD398" 258655 "Scaffold398" "Scaffold398_258655"
"1230" "L13" "SCFLD398" 271602 "Scaffold398" "Scaffold398_271602"
"1231" "L13" "SCFLD399" 1091 "Scaffold399" "Scaffold399_1091"
"1232" "L13" "SCFLD399" 110677 "Scaffold399" "Scaffold399_110677"
"1233" "L13" "SCFLD399" 110825 "Scaffold399" "Scaffold399_110825"
"1234" "L13" "SCFLD399" 1114 "Scaffold399" "Scaffold399_1114"
"1235" "L13" "SCFLD399" 152046 "Scaffold399" "Scaffold399_152046"
"1236" "L13" "SCFLD399" 209129 "Scaffold399" "Scaffold399_209129"
"1237" "L13" "SCFLD399" 237104 "Scaffold399" "Scaffold399_237104"
"1238" "L13" "SCFLD399" 24000 "Scaffold399" "Scaffold399_24000"
"1239" "L13" "SCFLD399" 82335 "Scaffold399" "Scaffold399_82335"
"1240" "L13" "SCFLD399" 82339 "Scaffold399" "Scaffold399_82339"
"1241" "L13" "SCFLD407" 168367 "Scaffold407" "Scaffold407_168367"
"1242" "L13" "SCFLD407" 53970 "Scaffold407" "Scaffold407_53970"
"1243" "L13" "SCFLD407" 94083 "Scaffold407" "Scaffold407_94083"
"1244" "L13" "SCFLD424" 185419 "Scaffold424" "Scaffold424_185419"
"1245" "L13" "SCFLD424" 185506 "Scaffold424" "Scaffold424_185506"
"1246" "L13" "SCFLD458" 76671 "Scaffold458" "Scaffold458_76671"
"1247" "L13" "SCFLD488" 176120 "Scaffold488" "Scaffold488_176120"
"1248" "L13" "SCFLD517" 155962 "Scaffold517" "Scaffold517_155962"
"1249" "L13" "SCFLD517" 159809 "Scaffold517" "Scaffold517_159809"
"1250" "L13" "SCFLD517" 24963 "Scaffold517" "Scaffold517_24963"
"1251" "L13" "SCFLD517" 35172 "Scaffold517" "Scaffold517_35172"
"1252" "L13" "SCFLD517" 35189 "Scaffold517" "Scaffold517_35189"
"1253" "L13" "SCFLD517" 6739 "Scaffold517" "Scaffold517_6739"
"1254" "L13" "SCFLD517" 6904 "Scaffold517" "Scaffold517_6904"
"1255" "L13" "SCFLD517" 73737 "Scaffold517" "Scaffold517_73737"
"1256" "L13" "SCFLD52" 121676 "Scaffold52" "Scaffold52_121676"
"1257" "L13" "SCFLD52" 150136 "Scaffold52" "Scaffold52_150136"
"1258" "L13" "SCFLD52" 150142 "Scaffold52" "Scaffold52_150142"
"1259" "L13" "SCFLD52" 305746 "Scaffold52" "Scaffold52_305746"
"1260" "L13" "SCFLD52" 89542 "Scaffold52" "Scaffold52_89542"
"1261" "L13" "SCFLD552" 83961 "Scaffold552" "Scaffold552_83961"
"1262" "L13" "SCFLD556" 101281 "Scaffold556" "Scaffold556_101281"
"1263" "L13" "SCFLD556" 101287 "Scaffold556" "Scaffold556_101287"
"1264" "L13" "SCFLD556" 65446 "Scaffold556" "Scaffold556_65446"
"1265" "L13" "SCFLD556" 65588 "Scaffold556" "Scaffold556_65588"
"1266" "L13" "SCFLD556" 65607 "Scaffold556" "Scaffold556_65607"
"1267" "L13" "SCFLD556" 7599 "Scaffold556" "Scaffold556_7599"
"1268" "L13" "SCFLD556" 83379 "Scaffold556" "Scaffold556_83379"
"1269" "L13" "SCFLD565" 31346 "Scaffold565" "Scaffold565_31346"
"1270" "L13" "SCFLD57" 113809 "Scaffold57" "Scaffold57_113809"
"1271" "L13" "SCFLD57" 283345 "Scaffold57" "Scaffold57_283345"
"1272" "L13" "SCFLD57" 395512 "Scaffold57" "Scaffold57_395512"
"1273" "L13" "SCFLD57" 520111 "Scaffold57" "Scaffold57_520111"
"1274" "L13" "SCFLD57" 534588 "Scaffold57" "Scaffold57_534588"
"1275" "L13" "SCFLD57" 568276 "Scaffold57" "Scaffold57_568276"
"1276" "L13" "SCFLD57" 618608 "Scaffold57" "Scaffold57_618608"
"1277" "L13" "SCFLD57" 618613 "Scaffold57" "Scaffold57_618613"
"1278" "L13" "SCFLD641" 60335 "Scaffold641" "Scaffold641_60335"
"1279" "L13" "SCFLD641" 99437 "Scaffold641" "Scaffold641_99437"
"1280" "L13" "SCFLD6535" 2884 "Scaffold6535" "Scaffold6535_2884"
"1281" "L13" "SCFLD6535" 8949 "Scaffold6535" "Scaffold6535_8949"
"1282" "L13" "SCFLD661" 111519 "Scaffold661" "Scaffold661_111519"
"1283" "L13" "SCFLD661" 111534 "Scaffold661" "Scaffold661_111534"
"1284" "L13" "SCFLD661" 111543 "Scaffold661" "Scaffold661_111543"
"1285" "L13" "SCFLD661" 113324 "Scaffold661" "Scaffold661_113324"
"1286" "L13" "SCFLD661" 113347 "Scaffold661" "Scaffold661_113347"
"1287" "L13" "SCFLD661" 133919 "Scaffold661" "Scaffold661_133919"
"1288" "L13" "SCFLD661" 6332 "Scaffold661" "Scaffold661_6332"
"1289" "L13" "SCFLD661" 67407 "Scaffold661" "Scaffold661_67407"
"1290" "L13" "SCFLD715" 70789 "Scaffold715" "Scaffold715_70789"
"1291" "L13" "SCFLD715" 87882 "Scaffold715" "Scaffold715_87882"
"1292" "L13" "SCFLD715" 87922 "Scaffold715" "Scaffold715_87922"
"1293" "L13" "SCFLD72" 118185 "Scaffold72" "Scaffold72_118185"
"1294" "L13" "SCFLD72" 201332 "Scaffold72" "Scaffold72_201332"
"1295" "L13" "SCFLD72" 39684 "Scaffold72" "Scaffold72_39684"
"1296" "L13" "SCFLD72" 401347 "Scaffold72" "Scaffold72_401347"
"1297" "L13" "SCFLD72" 443702 "Scaffold72" "Scaffold72_443702"
"1298" "L13" "SCFLD72" 520812 "Scaffold72" "Scaffold72_520812"
"1299" "L13" "SCFLD72" 74405 "Scaffold72" "Scaffold72_74405"
"1300" "L13" "SCFLD733" 63543 "Scaffold733" "Scaffold733_63543"
"1301" "L13" "SCFLD733" 95077 "Scaffold733" "Scaffold733_95077"
"1302" "L13" "SCFLD826" 26933 "Scaffold826" "Scaffold826_26933"
"1303" "L13" "SCFLD826" 31587 "Scaffold826" "Scaffold826_31587"
"1304" "L13" "SCFLD85" 168760 "Scaffold85" "Scaffold85_168760"
"1305" "L13" "SCFLD85" 461561 "Scaffold85" "Scaffold85_461561"
"1306" "L13" "SCFLD90" 324035 "Scaffold90" "Scaffold90_324035"
"1307" "L13" "SCFLD90" 56877 "Scaffold90" "Scaffold90_56877"
"1308" "L13" "SCFLD914" 18068 "Scaffold914" "Scaffold914_18068"
"1309" "L13" "SCFLD914" 34836 "Scaffold914" "Scaffold914_34836"
"1310" "L13" "SCFLD9972" 100254 "Scaffold9972" "Scaffold9972_100254"
"1311" "L13" "SCFLD9972" 1060317 "Scaffold9972" "Scaffold9972_1060317"
"1312" "L13" "SCFLD9972" 1110616 "Scaffold9972" "Scaffold9972_1110616"
"1313" "L13" "SCFLD9972" 1150936 "Scaffold9972" "Scaffold9972_1150936"
"1314" "L13" "SCFLD9972" 1195871 "Scaffold9972" "Scaffold9972_1195871"
"1315" "L13" "SCFLD9972" 1250830 "Scaffold9972" "Scaffold9972_1250830"
"1316" "L13" "SCFLD9972" 1343962 "Scaffold9972" "Scaffold9972_1343962"
"1317" "L13" "SCFLD9972" 1344010 "Scaffold9972" "Scaffold9972_1344010"
"1318" "L13" "SCFLD9972" 498101 "Scaffold9972" "Scaffold9972_498101"
"1319" "L13" "SCFLD9972" 814570 "Scaffold9972" "Scaffold9972_814570"
"1320" "L13" "SCFLD10015" 1029404 "Scaffold10015" "Scaffold10015_1029404"
"1321" "L13" "SCFLD10015" 110770 "Scaffold10015" "Scaffold10015_110770"
"1322" "L13" "SCFLD10015" 1159410 "Scaffold10015" "Scaffold10015_1159410"
"1323" "L13" "SCFLD10015" 1204902 "Scaffold10015" "Scaffold10015_1204902"
"1324" "L13" "SCFLD10015" 1289473 "Scaffold10015" "Scaffold10015_1289473"
"1325" "L13" "SCFLD10015" 1314455 "Scaffold10015" "Scaffold10015_1314455"
"1326" "L13" "SCFLD10015" 1326975 "Scaffold10015" "Scaffold10015_1326975"
"1327" "L13" "SCFLD10015" 1401034 "Scaffold10015" "Scaffold10015_1401034"
"1328" "L13" "SCFLD10015" 140233 "Scaffold10015" "Scaffold10015_140233"
"1329" "L13" "SCFLD10015" 224271 "Scaffold10015" "Scaffold10015_224271"
"1330" "L13" "SCFLD10015" 226979 "Scaffold10015" "Scaffold10015_226979"
"1331" "L13" "SCFLD10015" 29014 "Scaffold10015" "Scaffold10015_29014"
"1332" "L13" "SCFLD10015" 935002 "Scaffold10015" "Scaffold10015_935002"
"1333" "L13" "SCFLD400" 179524 "Scaffold400" "Scaffold400_179524"
"1334" "L13" "SCFLD400" 179574 "Scaffold400" "Scaffold400_179574"
"1335" "L13" "SCFLD400" 194627 "Scaffold400" "Scaffold400_194627"
"1336" "L13" "SCFLD400" 204943 "Scaffold400" "Scaffold400_204943"
"1337" "L13" "SCFLD400" 214397 "Scaffold400" "Scaffold400_214397"
"1338" "L13" "SCFLD400" 214400 "Scaffold400" "Scaffold400_214400"
"1339" "L13" "SCFLD400" 214408 "Scaffold400" "Scaffold400_214408"
"1340" "L13" "SCFLD400" 233289 "Scaffold400" "Scaffold400_233289"
"1341" "L13" "SCFLD400" 248578 "Scaffold400" "Scaffold400_248578"
"1342" "L13" "SCFLD400" 263730 "Scaffold400" "Scaffold400_263730"
"1343" "L13" "SCFLD400" 263753 "Scaffold400" "Scaffold400_263753"
"1344" "L13" "SCFLD400" 263794 "Scaffold400" "Scaffold400_263794"
"1345" "L13" "SCFLD400" 269506 "Scaffold400" "Scaffold400_269506"
"1346" "L13" "SCFLD400" 292060 "Scaffold400" "Scaffold400_292060"
"1347" "L13" "SCFLD400" 292064 "Scaffold400" "Scaffold400_292064"
"1348" "L13" "SCFLD400" 75393 "Scaffold400" "Scaffold400_75393"
"1349" "L13" "SCFLD400" 75554 "Scaffold400" "Scaffold400_75554"
"1350" "L13" "SCFLD400" 90477 "Scaffold400" "Scaffold400_90477"
"1351" "L13" "SCFLD400" 97775 "Scaffold400" "Scaffold400_97775"
"1352" "L13" "SCFLD9867" 1085450 "Scaffold9867" "Scaffold9867_1085450"
"1353" "L13" "SCFLD9867" 1097276 "Scaffold9867" "Scaffold9867_1097276"
"1354" "L13" "SCFLD9867" 1121801 "Scaffold9867" "Scaffold9867_1121801"
"1355" "L13" "SCFLD9867" 1220239 "Scaffold9867" "Scaffold9867_1220239"
"1356" "L13" "SCFLD9867" 1225513 "Scaffold9867" "Scaffold9867_1225513"
"1357" "L13" "SCFLD9867" 1225519 "Scaffold9867" "Scaffold9867_1225519"
"1358" "L13" "SCFLD9867" 1254083 "Scaffold9867" "Scaffold9867_1254083"
"1359" "L13" "SCFLD9867" 1379765 "Scaffold9867" "Scaffold9867_1379765"
"1360" "L13" "SCFLD9867" 1454489 "Scaffold9867" "Scaffold9867_1454489"
"1361" "L13" "SCFLD9867" 1480977 "Scaffold9867" "Scaffold9867_1480977"
"1362" "L13" "SCFLD9867" 1481116 "Scaffold9867" "Scaffold9867_1481116"
"1363" "L13" "SCFLD9867" 1618733 "Scaffold9867" "Scaffold9867_1618733"
"1364" "L13" "SCFLD9867" 1997084 "Scaffold9867" "Scaffold9867_1997084"
"1365" "L13" "SCFLD9867" 2021265 "Scaffold9867" "Scaffold9867_2021265"
"1366" "L13" "SCFLD9867" 2021295 "Scaffold9867" "Scaffold9867_2021295"
"1367" "L13" "SCFLD9867" 237811 "Scaffold9867" "Scaffold9867_237811"
"1368" "L13" "SCFLD9867" 2442042 "Scaffold9867" "Scaffold9867_2442042"
"1369" "L13" "SCFLD9867" 2442069 "Scaffold9867" "Scaffold9867_2442069"
"1370" "L13" "SCFLD9867" 2504907 "Scaffold9867" "Scaffold9867_2504907"
"1371" "L13" "SCFLD9867" 2556646 "Scaffold9867" "Scaffold9867_2556646"
"1372" "L13" "SCFLD9867" 2809032 "Scaffold9867" "Scaffold9867_2809032"
"1373" "L13" "SCFLD9867" 2939322 "Scaffold9867" "Scaffold9867_2939322"
"1374" "L13" "SCFLD9867" 3072363 "Scaffold9867" "Scaffold9867_3072363"
"1375" "L13" "SCFLD9867" 3128331 "Scaffold9867" "Scaffold9867_3128331"
"1376" "L13" "SCFLD9867" 628255 "Scaffold9867" "Scaffold9867_628255"
"1377" "L13" "SCFLD9867" 628332 "Scaffold9867" "Scaffold9867_628332"
"1378" "L13" "SCFLD9867" 990907 "Scaffold9867" "Scaffold9867_990907"
"1379" "L13" "SCFLD9883" 130530 "Scaffold9883" "Scaffold9883_130530"
"1380" "L13" "SCFLD9883" 1309859 "Scaffold9883" "Scaffold9883_1309859"
"1381" "L13" "SCFLD9883" 1360229 "Scaffold9883" "Scaffold9883_1360229"
"1382" "L13" "SCFLD9883" 1363950 "Scaffold9883" "Scaffold9883_1363950"
"1383" "L13" "SCFLD9883" 1363957 "Scaffold9883" "Scaffold9883_1363957"
"1384" "L13" "SCFLD9883" 1363987 "Scaffold9883" "Scaffold9883_1363987"
"1385" "L13" "SCFLD9883" 1366596 "Scaffold9883" "Scaffold9883_1366596"
"1386" "L13" "SCFLD9883" 1366632 "Scaffold9883" "Scaffold9883_1366632"
"1387" "L13" "SCFLD9883" 215197 "Scaffold9883" "Scaffold9883_215197"
"1388" "L13" "SCFLD9883" 2200339 "Scaffold9883" "Scaffold9883_2200339"
"1389" "L13" "SCFLD9883" 2273294 "Scaffold9883" "Scaffold9883_2273294"
"1390" "L13" "SCFLD9883" 2305998 "Scaffold9883" "Scaffold9883_2305998"
"1391" "L13" "SCFLD9883" 2310329 "Scaffold9883" "Scaffold9883_2310329"
"1392" "L13" "SCFLD9883" 2435454 "Scaffold9883" "Scaffold9883_2435454"
"1393" "L13" "SCFLD9883" 2488022 "Scaffold9883" "Scaffold9883_2488022"
"1394" "L13" "SCFLD9883" 2565049 "Scaffold9883" "Scaffold9883_2565049"
"1395" "L13" "SCFLD9883" 2572167 "Scaffold9883" "Scaffold9883_2572167"
"1396" "L13" "SCFLD9883" 2576414 "Scaffold9883" "Scaffold9883_2576414"
"1397" "L13" "SCFLD9883" 2640846 "Scaffold9883" "Scaffold9883_2640846"
"1398" "L13" "SCFLD9883" 2640955 "Scaffold9883" "Scaffold9883_2640955"
"1399" "L13" "SCFLD9883" 654018 "Scaffold9883" "Scaffold9883_654018"
"1400" "L13" "SCFLD9883" 684535 "Scaffold9883" "Scaffold9883_684535"
"1401" "L13" "SCFLD9883" 752042 "Scaffold9883" "Scaffold9883_752042"
"1402" "L13" "SCFLD9883" 757129 "Scaffold9883" "Scaffold9883_757129"
"1403" "L13" "SCFLD9883" 785150 "Scaffold9883" "Scaffold9883_785150"
"1404" "L13" "SCFLD9883" 942024 "Scaffold9883" "Scaffold9883_942024"
"1405" "L13" "SCFLD9895" 1014371 "Scaffold9895" "Scaffold9895_1014371"
"1406" "L13" "SCFLD9895" 1028497 "Scaffold9895" "Scaffold9895_1028497"
"1407" "L13" "SCFLD9895" 1028661 "Scaffold9895" "Scaffold9895_1028661"
"1408" "L13" "SCFLD9895" 1040982 "Scaffold9895" "Scaffold9895_1040982"
"1409" "L13" "SCFLD9895" 1040991 "Scaffold9895" "Scaffold9895_1040991"
"1410" "L13" "SCFLD9895" 1092551 "Scaffold9895" "Scaffold9895_1092551"
"1411" "L13" "SCFLD9895" 1583927 "Scaffold9895" "Scaffold9895_1583927"
"1412" "L13" "SCFLD9895" 16081 "Scaffold9895" "Scaffold9895_16081"
"1413" "L13" "SCFLD9895" 1664111 "Scaffold9895" "Scaffold9895_1664111"
"1414" "L13" "SCFLD9895" 1732088 "Scaffold9895" "Scaffold9895_1732088"
"1415" "L13" "SCFLD9895" 2190764 "Scaffold9895" "Scaffold9895_2190764"
"1416" "L13" "SCFLD9895" 2202596 "Scaffold9895" "Scaffold9895_2202596"
"1417" "L13" "SCFLD9895" 2469255 "Scaffold9895" "Scaffold9895_2469255"
"1418" "L13" "SCFLD9895" 38554 "Scaffold9895" "Scaffold9895_38554"
"1419" "L13" "SCFLD9895" 642236 "Scaffold9895" "Scaffold9895_642236"
"1420" "L13" "SCFLD9895" 79293 "Scaffold9895" "Scaffold9895_79293"
"1421" "L13" "SCFLD9895" 867312 "Scaffold9895" "Scaffold9895_867312"
"1422" "L13" "SCFLD9895" 922928 "Scaffold9895" "Scaffold9895_922928"
"1423" "L13" "SCFLD9895" 98243 "Scaffold9895" "Scaffold9895_98243"
"1424" "L13" "SCFLD9895" 983373 "Scaffold9895" "Scaffold9895_983373"
"1425" "L13" "SCFLD9895" 983490 "Scaffold9895" "Scaffold9895_983490"
"1426" "L13" "SCFLD9944" 1143912 "Scaffold9944" "Scaffold9944_1143912"
"1427" "L13" "SCFLD9944" 1144019 "Scaffold9944" "Scaffold9944_1144019"
"1428" "L13" "SCFLD9944" 148616 "Scaffold9944" "Scaffold9944_148616"
"1429" "L13" "SCFLD9944" 1517961 "Scaffold9944" "Scaffold9944_1517961"
"1430" "L13" "SCFLD9944" 1709841 "Scaffold9944" "Scaffold9944_1709841"
"1431" "L13" "SCFLD9944" 1795788 "Scaffold9944" "Scaffold9944_1795788"
"1432" "L13" "SCFLD9944" 1879262 "Scaffold9944" "Scaffold9944_1879262"
"1433" "L13" "SCFLD9944" 1883188 "Scaffold9944" "Scaffold9944_1883188"
"1434" "L13" "SCFLD9944" 242138 "Scaffold9944" "Scaffold9944_242138"
"1435" "L13" "SCFLD9944" 259083 "Scaffold9944" "Scaffold9944_259083"
"1436" "L13" "SCFLD9944" 369079 "Scaffold9944" "Scaffold9944_369079"
"1437" "L13" "SCFLD9944" 369100 "Scaffold9944" "Scaffold9944_369100"
"1438" "L13" "SCFLD9944" 369148 "Scaffold9944" "Scaffold9944_369148"
"1439" "L13" "SCFLD9944" 501343 "Scaffold9944" "Scaffold9944_501343"
"1440" "L13" "SCFLD9944" 520689 "Scaffold9944" "Scaffold9944_520689"
"1441" "L13" "SCFLD9944" 634050 "Scaffold9944" "Scaffold9944_634050"
"1442" "L13" "SCFLD9944" 715970 "Scaffold9944" "Scaffold9944_715970"
"1443" "L13" "SCFLD9944" 844069 "Scaffold9944" "Scaffold9944_844069"
"1444" "L13" "SCFLD9944" 923715 "Scaffold9944" "Scaffold9944_923715"
"1445" "L13" "SCFLD9944" 981831 "Scaffold9944" "Scaffold9944_981831"
"1446" "L13" "SCFLD9944" 987895 "Scaffold9944" "Scaffold9944_987895"
"1447" "L13" "SCFLD9977" 1086106 "Scaffold9977" "Scaffold9977_1086106"
"1448" "L13" "SCFLD9977" 1097991 "Scaffold9977" "Scaffold9977_1097991"
"1449" "L13" "SCFLD9977" 1159614 "Scaffold9977" "Scaffold9977_1159614"
"1450" "L13" "SCFLD9977" 120537 "Scaffold9977" "Scaffold9977_120537"
"1451" "L13" "SCFLD9977" 1252685 "Scaffold9977" "Scaffold9977_1252685"
"1452" "L13" "SCFLD9977" 1263406 "Scaffold9977" "Scaffold9977_1263406"
"1453" "L13" "SCFLD9977" 1320941 "Scaffold9977" "Scaffold9977_1320941"
"1454" "L13" "SCFLD9977" 1331383 "Scaffold9977" "Scaffold9977_1331383"
"1455" "L13" "SCFLD9977" 1340200 "Scaffold9977" "Scaffold9977_1340200"
"1456" "L13" "SCFLD9977" 1724079 "Scaffold9977" "Scaffold9977_1724079"
"1457" "L13" "SCFLD9977" 1822839 "Scaffold9977" "Scaffold9977_1822839"
"1458" "L13" "SCFLD9977" 1826877 "Scaffold9977" "Scaffold9977_1826877"
"1459" "L13" "SCFLD9977" 219516 "Scaffold9977" "Scaffold9977_219516"
"1460" "L13" "SCFLD9977" 2672273 "Scaffold9977" "Scaffold9977_2672273"
"1461" "L13" "SCFLD9977" 2751039 "Scaffold9977" "Scaffold9977_2751039"
"1462" "L13" "SCFLD9977" 2837734 "Scaffold9977" "Scaffold9977_2837734"
"1463" "L13" "SCFLD9977" 2963069 "Scaffold9977" "Scaffold9977_2963069"
"1464" "L13" "SCFLD9977" 2975137 "Scaffold9977" "Scaffold9977_2975137"
"1465" "L13" "SCFLD9977" 3219331 "Scaffold9977" "Scaffold9977_3219331"
"1466" "L13" "SCFLD9977" 3219349 "Scaffold9977" "Scaffold9977_3219349"
"1467" "L13" "SCFLD9977" 3271076 "Scaffold9977" "Scaffold9977_3271076"
"1468" "L13" "SCFLD9977" 3867709 "Scaffold9977" "Scaffold9977_3867709"
"1469" "L13" "SCFLD9977" 4074544 "Scaffold9977" "Scaffold9977_4074544"
"1470" "L13" "SCFLD9977" 4074610 "Scaffold9977" "Scaffold9977_4074610"
"1471" "L13" "SCFLD9977" 4139980 "Scaffold9977" "Scaffold9977_4139980"
"1472" "L13" "SCFLD9977" 4281888 "Scaffold9977" "Scaffold9977_4281888"
"1473" "L13" "SCFLD9977" 4431341 "Scaffold9977" "Scaffold9977_4431341"
"1474" "L13" "SCFLD9977" 631860 "Scaffold9977" "Scaffold9977_631860"
"1475" "L13" "SCFLD9977" 646038 "Scaffold9977" "Scaffold9977_646038"
"1476" "L14" "SCFLD168" 223657 "Scaffold168" "Scaffold168_223657"
"1477" "L14" "SCFLD168" 272025 "Scaffold168" "Scaffold168_272025"
"1478" "L14" "SCFLD168" 276031 "Scaffold168" "Scaffold168_276031"
"1479" "L14" "SCFLD168" 298288 "Scaffold168" "Scaffold168_298288"
"1480" "L14" "SCFLD168" 298313 "Scaffold168" "Scaffold168_298313"
"1481" "L14" "SCFLD206" 460934 "Scaffold206" "Scaffold206_460934"
"1482" "L14" "SCFLD214" 433723 "Scaffold214" "Scaffold214_433723"
"1483" "L14" "SCFLD305" 124208 "Scaffold305" "Scaffold305_124208"
"1484" "L14" "SCFLD305" 176227 "Scaffold305" "Scaffold305_176227"
"1485" "L14" "SCFLD305" 261971 "Scaffold305" "Scaffold305_261971"
"1486" "L14" "SCFLD305" 264204 "Scaffold305" "Scaffold305_264204"
"1487" "L14" "SCFLD305" 320182 "Scaffold305" "Scaffold305_320182"
"1488" "L14" "SCFLD305" 340750 "Scaffold305" "Scaffold305_340750"
"1489" "L14" "SCFLD308" 163820 "Scaffold308" "Scaffold308_163820"
"1490" "L14" "SCFLD308" 248066 "Scaffold308" "Scaffold308_248066"
"1491" "L14" "SCFLD308" 305260 "Scaffold308" "Scaffold308_305260"
"1492" "L14" "SCFLD308" 324797 "Scaffold308" "Scaffold308_324797"
"1493" "L14" "SCFLD349" 175894 "Scaffold349" "Scaffold349_175894"
"1494" "L14" "SCFLD349" 189015 "Scaffold349" "Scaffold349_189015"
"1495" "L14" "SCFLD384" 108486 "Scaffold384" "Scaffold384_108486"
"1496" "L14" "SCFLD384" 111347 "Scaffold384" "Scaffold384_111347"
"1497" "L14" "SCFLD384" 165496 "Scaffold384" "Scaffold384_165496"
"1498" "L14" "SCFLD384" 16608 "Scaffold384" "Scaffold384_16608"
"1499" "L14" "SCFLD384" 61323 "Scaffold384" "Scaffold384_61323"
"1500" "L14" "SCFLD456" 24404 "Scaffold456" "Scaffold456_24404"
"1501" "L14" "SCFLD456" 283457 "Scaffold456" "Scaffold456_283457"
"1502" "L14" "SCFLD456" 323484 "Scaffold456" "Scaffold456_323484"
"1503" "L14" "SCFLD566" 79264 "Scaffold566" "Scaffold566_79264"
"1504" "L14" "SCFLD585" 133260 "Scaffold585" "Scaffold585_133260"
"1505" "L14" "SCFLD585" 28062 "Scaffold585" "Scaffold585_28062"
"1506" "L14" "SCFLD59" 572491 "Scaffold59" "Scaffold59_572491"
"1507" "L14" "SCFLD63" 378282 "Scaffold63" "Scaffold63_378282"
"1508" "L14" "SCFLD63" 615467 "Scaffold63" "Scaffold63_615467"
"1509" "L14" "SCFLD649" 30402 "Scaffold649" "Scaffold649_30402"
"1510" "L14" "SCFLD649" 30484 "Scaffold649" "Scaffold649_30484"
"1511" "L14" "SCFLD649" 30527 "Scaffold649" "Scaffold649_30527"
"1512" "L14" "SCFLD649" 43988 "Scaffold649" "Scaffold649_43988"
"1513" "L14" "SCFLD68" 206267 "Scaffold68" "Scaffold68_206267"
"1514" "L14" "SCFLD68" 272715 "Scaffold68" "Scaffold68_272715"
"1515" "L14" "SCFLD68" 413569 "Scaffold68" "Scaffold68_413569"
"1516" "L14" "SCFLD80" 45547 "Scaffold80" "Scaffold80_45547"
"1517" "L14" "SCFLD9913" 17401 "Scaffold9913" "Scaffold9913_17401"
"1518" "L14" "SCFLD9913" 23981 "Scaffold9913" "Scaffold9913_23981"
"1519" "L14" "SCFLD9913" 339385 "Scaffold9913" "Scaffold9913_339385"
"1520" "L14" "SCFLD9913" 589300 "Scaffold9913" "Scaffold9913_589300"
"1521" "L14" "SCFLD9913" 678143 "Scaffold9913" "Scaffold9913_678143"
"1522" "L14" "SCFLD9938" 1182856 "Scaffold9938" "Scaffold9938_1182856"
"1523" "L14" "SCFLD9938" 1873305 "Scaffold9938" "Scaffold9938_1873305"
"1524" "L14" "SCFLD9938" 1951517 "Scaffold9938" "Scaffold9938_1951517"
"1525" "L14" "SCFLD9938" 627860 "Scaffold9938" "Scaffold9938_627860"
